manufacturer_id,manufacturer_name,country,reliability_rating,contract_status,contact_email,contact_phone,lead_time_days,supplier_tier,manufacturer_code,gmp_certified,iso_certification,website,preferred_supplier,manufacturer_status,created_date,updated_date
142,Sahni-Kata,USA,4.0,Expired,info@skhealth.com,9038547211,6,Approved,MFG0142,True,ISO 9001,https://www.skhealth.com,False,Inactive,2023-01-01,2025-01-01
143,"Varty, Boase and Kunda",Germany,4.2,Active,info@vartyboasepharma.com,9717626824,10,Approved,MFG0143,True,ISO 9001,https://www.vartyboasepharma.com,False,Active,2023-01-01,2025-01-01
144,Saran Inc,UK,4.4,Expired,info@saranincpharma.com,9377641819,11,Preferred,MFG0144,True,ISO 9001,https://www.saranincpharma.com,True,Inactive,2023-01-01,2025-01-01
145,"Banerjee, Grover and Devi",Switzerland,3.7,Active,support@bgadhealth.com,9555927497,16,Conditional,MFG0145,False,ISO 9001,https://www.bgadhealth.com,False,Active,2023-01-01,2025-01-01
146,Sethi-Balay,Switzerland,4.5,Expired,support@sbhealth.com,9903296840,3,Preferred,MFG0146,True,ISO 9001,https://www.sbhealth.com,True,Inactive,2023-01-01,2025-01-01
147,Pall-Naidu,Switzerland,3.6,Expired,support@pnpharma.com,9313738119,10,Conditional,MFG0147,False,ISO 9001,https://www.pnpharma.com,False,Inactive,2023-01-01,2025-01-01
148,"Ravel, Raval and Morar",Switzerland,4.2,Expired,contact@ravelravalpharma.com,9216934747,11,Approved,MFG0148,True,ISO 9001,https://www.ravelravalpharma.com,False,Inactive,2023-01-01,2025-01-01
149,"Date, Dhaliwal and Choudhry",Germany,4.5,Expired,contact@ddachealth.com,9410735585,5,Preferred,MFG0149,True,ISO 9001,https://www.ddachealth.com,True,Inactive,2023-01-01,2025-01-01
150,Mani-Narang,India,4.0,Expired,sales@maninarangpharma.com,9913649751,8,Approved,MFG0150,True,ISO 9001,https://www.maninarangpharma.com,False,Inactive,2023-01-01,2025-01-01
151,Mani PLC,Germany,4.6,Expired,contact@mphealth.com,9151638321,4,Preferred,MFG0151,True,ISO 9001,https://www.mphealth.com,True,Inactive,2023-01-01,2025-01-01
152,Gokhale-Dey,Switzerland,3.7,Expired,support@gdpharma.com,9013025551,20,Conditional,MFG0152,False,ISO 9001,https://www.gdpharma.com,False,Inactive,2023-01-01,2025-01-01
153,Zachariah LLC,USA,4.3,Active,info@zachariahllcpharma.com,9870945582,6,Preferred,MFG0153,True,ISO 9001,https://www.zachariahllcpharma.com,True,Active,2023-01-01,2025-01-01
154,Prabhakar Ltd,India,4.5,Active,info@plpharma.com,9350276036,4,Preferred,MFG0154,True,ISO 9001,https://www.plpharma.com,True,Active,2023-01-01,2025-01-01
155,"Badami, Rout and Dutta",Switzerland,4.0,Expired,info@bradhealth.com,9724918191,6,Approved,MFG0155,True,ISO 9001,https://www.bradhealth.com,False,Inactive,2023-01-01,2025-01-01
156,Sharaf-Raval,Germany,4.4,Expired,contact@sharafravalpharma.com,9130282707,10,Preferred,MFG0156,True,ISO 9001,https://www.sharafravalpharma.com,True,Inactive,2023-01-01,2025-01-01
157,"Narain, Swamy and Pathak",USA,3.7,Expired,sales@nsappharma.com,9911249356,11,Conditional,MFG0157,False,ISO 9001,https://www.nsappharma.com,False,Inactive,2023-01-01,2025-01-01
158,Agarwal-Thaman,USA,4.7,Expired,info@atpharma.com,9772256989,6,Strategic,MFG0158,True,ISO 9001,https://www.atpharma.com,True,Inactive,2023-01-01,2025-01-01
159,Ahuja-Baria,UK,4.5,Expired,info@ahujabarialabs.com,9203469997,7,Preferred,MFG0159,True,ISO 9001,https://www.ahujabarialabs.com,True,Inactive,2023-01-01,2025-01-01
160,"Sarna, Vasa and Dutta",Switzerland,4.3,Expired,support@svadhealth.com,9121874630,7,Preferred,MFG0160,True,ISO 9001,https://www.svadhealth.com,True,Inactive,2023-01-01,2025-01-01
161,"De, Subramaniam and Seth",USA,4.0,Expired,contact@dsaspharma.com,9316649794,9,Approved,MFG0161,True,ISO 9001,https://www.dsaspharma.com,False,Inactive,2023-01-01,2025-01-01
162,"Kurian, Kar and Nayar",India,4.1,Active,sales@kuriankarpharma.com,9821730456,10,Approved,MFG0162,True,ISO 9001,https://www.kuriankarpharma.com,False,Active,2023-01-01,2025-01-01
163,"Mammen, Nanda and Prabhu",India,4.1,Active,info@mnaphealth.com,9251283507,7,Approved,MFG0163,True,ISO 9001,https://www.mnaphealth.com,False,Active,2023-01-01,2025-01-01
164,Solanki-Behl,India,4.8,Active,sales@solankibehlpharma.com,9648413241,5,Strategic,MFG0164,True,ISO 9001,https://www.solankibehlpharma.com,True,Active,2023-01-01,2025-01-01
165,Shenoy LLC,USA,4.6,Expired,contact@shenoyllclabs.com,9026537392,6,Preferred,MFG0165,True,ISO 9001,https://www.shenoyllclabs.com,True,Inactive,2023-01-01,2025-01-01
166,Bail Inc,USA,4.4,Active,sales@bailinclabs.com,9793257093,9,Preferred,MFG0166,True,ISO 9001,https://www.bailinclabs.com,True,Active,2023-01-01,2025-01-01
167,Garde-Lata,Germany,4.8,Expired,info@gardelatapharma.com,9377966141,7,Strategic,MFG0167,True,ISO 9001,https://www.gardelatapharma.com,True,Inactive,2023-01-01,2025-01-01
168,Menon-Bhattacharyya,USA,4.7,Active,info@menonbhattacharyyapharma.com,9391726493,3,Strategic,MFG0168,True,ISO 9001,https://www.menonbhattacharyyapharma.com,True,Active,2023-01-01,2025-01-01
169,"Anand, Buch and Arya",Germany,4.4,Active,info@anandbuchpharma.com,9561023149,10,Preferred,MFG0169,True,ISO 9001,https://www.anandbuchpharma.com,True,Active,2023-01-01,2025-01-01
170,"Keer, Shankar and Sharma",UK,3.7,Expired,support@keershankarpharma.com,9581855129,15,Conditional,MFG0170,False,ISO 9001,https://www.keershankarpharma.com,False,Inactive,2023-01-01,2025-01-01
171,"Deo, Sibal and Barman",India,4.4,Active,support@deosiballabs.com,9413240376,10,Preferred,MFG0171,True,ISO 9001,https://www.deosiballabs.com,True,Active,2023-01-01,2025-01-01
172,Wable Ltd,USA,4.3,Active,sales@wlhealth.com,9231215958,7,Preferred,MFG0172,True,ISO 9001,https://www.wlhealth.com,True,Active,2023-01-01,2025-01-01
173,Khosla Ltd,India,4.6,Expired,contact@klhealth.com,9253423522,3,Preferred,MFG0173,True,ISO 9001,https://www.klhealth.com,True,Inactive,2023-01-01,2025-01-01
174,Pingle Ltd,Switzerland,4.2,Expired,support@plpharma.com,9207539698,6,Approved,MFG0174,True,ISO 9001,https://www.plpharma.com,False,Inactive,2023-01-01,2025-01-01
175,Sehgal Group,Switzerland,4.3,Active,sales@sghealth.com,9421378738,8,Preferred,MFG0175,True,ISO 9001,https://www.sghealth.com,True,Active,2023-01-01,2025-01-01
176,Gala Inc,Switzerland,4.7,Expired,info@gipharma.com,9240098257,4,Strategic,MFG0176,True,ISO 9001,https://www.gipharma.com,True,Inactive,2023-01-01,2025-01-01
177,"Kannan, Varma and Tailor",India,3.6,Active,info@kvathealth.com,9608482730,10,Conditional,MFG0177,False,ISO 9001,https://www.kvathealth.com,False,Active,2023-01-01,2025-01-01
178,"Bala, Kalita and Sinha",USA,4.7,Expired,support@bkaspharma.com,9510346714,7,Strategic,MFG0178,True,ISO 9001,https://www.bkaspharma.com,True,Inactive,2023-01-01,2025-01-01
179,Batra-Kaur,UK,4.5,Active,contact@bkhealth.com,9051673111,3,Preferred,MFG0179,True,ISO 9001,https://www.bkhealth.com,True,Active,2023-01-01,2025-01-01
180,Bhatia LLC,India,3.7,Active,sales@bhatiallcpharma.com,9128091908,13,Conditional,MFG0180,False,ISO 9001,https://www.bhatiallcpharma.com,False,Active,2023-01-01,2025-01-01
181,Gola-Krishnamurthy,UK,4.9,Expired,info@golakrishnamurthylabs.com,9494875258,6,Strategic,MFG0181,True,ISO 9001,https://www.golakrishnamurthylabs.com,True,Inactive,2023-01-01,2025-01-01
182,"Saxena, Kade and Bhargava",Switzerland,3.6,Active,sales@skabhealth.com,9036074064,15,Conditional,MFG0182,False,ISO 9001,https://www.skabhealth.com,False,Active,2023-01-01,2025-01-01
183,Sood-Lata,India,4.2,Expired,support@slpharma.com,9069778763,7,Approved,MFG0183,True,ISO 9001,https://www.slpharma.com,False,Inactive,2023-01-01,2025-01-01
184,Chaudhuri-Patla,USA,3.8,Active,info@chaudhuripatlapharma.com,9570901306,12,Approved,MFG0184,False,ISO 9001,https://www.chaudhuripatlapharma.com,False,Active,2023-01-01,2025-01-01
185,Ganesh PLC,UK,4.5,Active,sales@gppharma.com,9495432961,4,Preferred,MFG0185,True,ISO 9001,https://www.gppharma.com,True,Active,2023-01-01,2025-01-01
186,Badal and Sons,UK,4.8,Expired,info@badalandlabs.com,9167397362,7,Strategic,MFG0186,True,ISO 9001,https://www.badalandlabs.com,True,Inactive,2023-01-01,2025-01-01
187,"Chauhan, Ramanathan and Dhar",Germany,4.1,Expired,support@chauhanramanathanpharma.com,9126597831,11,Approved,MFG0187,True,ISO 9001,https://www.chauhanramanathanpharma.com,False,Inactive,2023-01-01,2025-01-01
188,"Pillai, Nair and Bhardwaj",Switzerland,4.9,Expired,contact@pnabpharma.com,9617318258,6,Strategic,MFG0188,True,ISO 9001,https://www.pnabpharma.com,True,Inactive,2023-01-01,2025-01-01
189,Bhat-Kothari,UK,3.6,Active,sales@bkpharma.com,9299346455,12,Conditional,MFG0189,False,ISO 9001,https://www.bkpharma.com,False,Active,2023-01-01,2025-01-01
190,Swaminathan LLC,UK,4.8,Expired,info@swaminathanllclabs.com,9260871088,4,Strategic,MFG0190,True,ISO 9001,https://www.swaminathanllclabs.com,True,Inactive,2023-01-01,2025-01-01
191,Chada-Bir,UK,4.6,Expired,sales@cbpharma.com,9085845035,7,Preferred,MFG0191,True,ISO 9001,https://www.cbpharma.com,True,Inactive,2023-01-01,2025-01-01
192,"Rout, Bala and Prakash",India,4.1,Active,contact@rbaphealth.com,9738636159,10,Approved,MFG0192,True,ISO 9001,https://www.rbaphealth.com,False,Active,2023-01-01,2025-01-01
193,Tank-Kamdar,India,4.4,Active,info@tkhealth.com,9214286439,7,Preferred,MFG0193,True,ISO 9001,https://www.tkhealth.com,True,Active,2023-01-01,2025-01-01
194,"Aurora, Ramanathan and Khalsa",India,4.7,Active,info@auroraramanathanlabs.com,9491236193,4,Strategic,MFG0194,True,ISO 9001,https://www.auroraramanathanlabs.com,True,Active,2023-01-01,2025-01-01
195,Sandal-Kala,Germany,3.8,Active,contact@sandalkalapharma.com,9800684939,15,Approved,MFG0195,False,ISO 9001,https://www.sandalkalapharma.com,False,Active,2023-01-01,2025-01-01
196,Tandon-Kanda,Switzerland,4.7,Expired,support@tandonkandapharma.com,9647829347,6,Strategic,MFG0196,True,ISO 9001,https://www.tandonkandapharma.com,True,Inactive,2023-01-01,2025-01-01
197,Handa Inc,Switzerland,4.4,Active,contact@handaincpharma.com,9609655462,9,Preferred,MFG0197,True,ISO 9001,https://www.handaincpharma.com,True,Active,2023-01-01,2025-01-01
198,Behl Ltd,USA,4.0,Expired,sales@behlltdlabs.com,9530618712,11,Approved,MFG0198,True,ISO 9001,https://www.behlltdlabs.com,False,Inactive,2023-01-01,2025-01-01
199,Reddy LLC,UK,4.3,Active,info@rlhealth.com,9977770884,11,Preferred,MFG0199,True,ISO 9001,https://www.rlhealth.com,True,Active,2023-01-01,2025-01-01
200,Hayre Ltd,UK,4.8,Active,contact@hlpharma.com,9283175507,4,Strategic,MFG0200,True,ISO 9001,https://www.hlpharma.com,True,Active,2023-01-01,2025-01-01
201,Bansal LLC,UK,4.4,Active,info@blpharma.com,9688428073,9,Preferred,MFG0201,True,ISO 9001,https://www.blpharma.com,True,Active,2023-01-01,2025-01-01
202,"Chokshi, Sarraf and Minhas",USA,4.1,Expired,info@chokshisarrafpharma.com,9399355118,8,Approved,MFG0202,True,ISO 9001,https://www.chokshisarrafpharma.com,False,Inactive,2023-01-01,2025-01-01
203,Dash-Jhaveri,Germany,4.0,Active,contact@dashjhaveripharma.com,9228026009,11,Approved,MFG0203,True,ISO 9001,https://www.dashjhaveripharma.com,False,Active,2023-01-01,2025-01-01
204,"Goel, Dasgupta and Sha",India,4.6,Active,support@goeldasguptalabs.com,9027316804,7,Preferred,MFG0204,True,ISO 9001,https://www.goeldasguptalabs.com,True,Active,2023-01-01,2025-01-01
205,Kala-Choudhary,Germany,4.9,Expired,contact@kcpharma.com,9226335946,4,Strategic,MFG0205,True,ISO 9001,https://www.kcpharma.com,True,Inactive,2023-01-01,2025-01-01
206,"Narang, Baria and Sant",India,3.9,Expired,contact@nbashealth.com,9808264265,15,Approved,MFG0206,False,ISO 9001,https://www.nbashealth.com,False,Inactive,2023-01-01,2025-01-01
207,Rau-Narayanan,Switzerland,4.4,Active,info@raunarayananlabs.com,9523673480,8,Preferred,MFG0207,True,ISO 9001,https://www.raunarayananlabs.com,True,Active,2023-01-01,2025-01-01
208,"Chand, Narang and Chadha",USA,4.5,Active,sales@chandnaranglabs.com,9802947387,5,Preferred,MFG0208,True,ISO 9001,https://www.chandnaranglabs.com,True,Active,2023-01-01,2025-01-01
209,Sane LLC,Switzerland,4.9,Active,sales@slhealth.com,9562042163,4,Strategic,MFG0209,True,ISO 9001,https://www.slhealth.com,True,Active,2023-01-01,2025-01-01
210,Shukla Ltd,UK,3.8,Active,support@shuklaltdpharma.com,9593285963,12,Approved,MFG0210,False,ISO 9001,https://www.shuklaltdpharma.com,False,Active,2023-01-01,2025-01-01
211,"Kanda, Ravi and Vasa",Germany,4.0,Expired,contact@kandaravilabs.com,9481287112,11,Approved,MFG0211,True,ISO 9001,https://www.kandaravilabs.com,False,Inactive,2023-01-01,2025-01-01
212,Goswami Group,Germany,4.2,Expired,support@ggpharma.com,9563841663,8,Approved,MFG0212,True,ISO 9001,https://www.ggpharma.com,False,Inactive,2023-01-01,2025-01-01
213,Mander Group,Switzerland,4.6,Active,support@mandergrouppharma.com,9541075137,3,Preferred,MFG0213,True,ISO 9001,https://www.mandergrouppharma.com,True,Active,2023-01-01,2025-01-01
214,Bajaj-Virk,India,4.1,Active,sales@bajajvirkpharma.com,9221768337,8,Approved,MFG0214,True,ISO 9001,https://www.bajajvirkpharma.com,False,Active,2023-01-01,2025-01-01
215,Char-Rege,Switzerland,4.3,Expired,sales@crhealth.com,9521659649,9,Preferred,MFG0215,True,ISO 9001,https://www.crhealth.com,True,Inactive,2023-01-01,2025-01-01
216,Sha-Sawhney,Switzerland,4.8,Active,info@shasawhneylabs.com,9260960098,4,Strategic,MFG0216,True,ISO 9001,https://www.shasawhneylabs.com,True,Active,2023-01-01,2025-01-01
217,Bora Ltd,UK,4.3,Expired,sales@boraltdpharma.com,9686229978,7,Preferred,MFG0217,True,ISO 9001,https://www.boraltdpharma.com,True,Inactive,2023-01-01,2025-01-01
218,Kaul LLC,UK,4.4,Active,support@klhealth.com,9666018318,11,Preferred,MFG0218,True,ISO 9001,https://www.klhealth.com,True,Active,2023-01-01,2025-01-01
219,"Dalal, Suri and Trivedi",Germany,4.6,Expired,sales@dalalsuripharma.com,9096985119,3,Preferred,MFG0219,True,ISO 9001,https://www.dalalsuripharma.com,True,Inactive,2023-01-01,2025-01-01
220,Chandran Group,India,4.7,Active,support@chandrangrouppharma.com,9411063372,5,Strategic,MFG0220,True,ISO 9001,https://www.chandrangrouppharma.com,True,Active,2023-01-01,2025-01-01
221,Munshi Inc,Switzerland,3.6,Expired,support@munshiincpharma.com,9562718376,12,Conditional,MFG0221,False,ISO 9001,https://www.munshiincpharma.com,False,Inactive,2023-01-01,2025-01-01
222,Samra-Kara,USA,4.3,Active,sales@skpharma.com,9249963009,7,Preferred,MFG0222,True,ISO 9001,https://www.skpharma.com,True,Active,2023-01-01,2025-01-01
223,"Chaudry, Dey and Raman",India,4.7,Active,support@cdarpharma.com,9962119453,7,Strategic,MFG0223,True,ISO 9001,https://www.cdarpharma.com,True,Active,2023-01-01,2025-01-01
224,Yadav-Madan,Germany,4.1,Active,info@yadavmadanlabs.com,9145885315,9,Approved,MFG0224,True,ISO 9001,https://www.yadavmadanlabs.com,False,Active,2023-01-01,2025-01-01
225,Shetty-Panchal,UK,4.6,Expired,support@shettypanchalpharma.com,9571963553,3,Preferred,MFG0225,True,ISO 9001,https://www.shettypanchalpharma.com,True,Inactive,2023-01-01,2025-01-01
226,"Prashad, Ramanathan and Naidu",USA,4.7,Active,support@prashadramanathanpharma.com,9143544141,7,Strategic,MFG0226,True,ISO 9001,https://www.prashadramanathanpharma.com,True,Active,2023-01-01,2025-01-01
227,"Palla, Jaggi and Keer",UK,3.5,Expired,contact@pjakpharma.com,9487626280,21,Conditional,MFG0227,False,ISO 9001,https://www.pjakpharma.com,False,Inactive,2023-01-01,2025-01-01
228,Bhargava Group,UK,4.4,Active,contact@bhargavagrouppharma.com,9802376638,7,Preferred,MFG0228,True,ISO 9001,https://www.bhargavagrouppharma.com,True,Active,2023-01-01,2025-01-01
229,Bal-Gokhale,Germany,3.8,Active,info@bghealth.com,9941390494,21,Approved,MFG0229,False,ISO 9001,https://www.bghealth.com,False,Active,2023-01-01,2025-01-01
230,Gola PLC,Switzerland,3.9,Expired,support@golaplcpharma.com,9191516896,17,Approved,MFG0230,False,ISO 9001,https://www.golaplcpharma.com,False,Inactive,2023-01-01,2025-01-01
231,"Raval, Apte and Karnik",Switzerland,4.6,Expired,contact@raakhealth.com,9122214758,3,Preferred,MFG0231,True,ISO 9001,https://www.raakhealth.com,True,Inactive,2023-01-01,2025-01-01
232,Hari-Rattan,Switzerland,3.9,Active,support@harirattanlabs.com,9105700897,21,Approved,MFG0232,False,ISO 9001,https://www.harirattanlabs.com,False,Active,2023-01-01,2025-01-01
233,Bala Inc,India,4.7,Expired,contact@bihealth.com,9200024392,3,Strategic,MFG0233,True,ISO 9001,https://www.bihealth.com,True,Inactive,2023-01-01,2025-01-01
234,Mallick-Pall,UK,4.9,Expired,info@mallickpalllabs.com,9185550510,4,Strategic,MFG0234,True,ISO 9001,https://www.mallickpalllabs.com,True,Inactive,2023-01-01,2025-01-01
235,Ramachandran-Boase,USA,4.5,Expired,info@rbpharma.com,9997247905,4,Preferred,MFG0235,True,ISO 9001,https://www.rbpharma.com,True,Inactive,2023-01-01,2025-01-01
236,Mutti PLC,USA,4.5,Active,sales@muttiplclabs.com,9145960202,6,Preferred,MFG0236,True,ISO 9001,https://www.muttiplclabs.com,True,Active,2023-01-01,2025-01-01
237,Raja Inc,USA,4.3,Active,support@ripharma.com,9702923956,12,Preferred,MFG0237,True,ISO 9001,https://www.ripharma.com,True,Active,2023-01-01,2025-01-01
238,Nagy and Sons,Switzerland,4.2,Expired,info@naspharma.com,9140079587,12,Approved,MFG0238,True,ISO 9001,https://www.naspharma.com,False,Inactive,2023-01-01,2025-01-01
239,"Butala, Gara and Gopal",Switzerland,4.1,Active,info@bgagpharma.com,9318873329,7,Approved,MFG0239,True,ISO 9001,https://www.bgagpharma.com,False,Active,2023-01-01,2025-01-01
240,Johal PLC,Switzerland,3.5,Active,support@johalplclabs.com,9893897150,10,Conditional,MFG0240,False,ISO 9001,https://www.johalplclabs.com,False,Active,2023-01-01,2025-01-01
241,Sarma Group,Switzerland,4.5,Active,info@sarmagrouppharma.com,9896168866,4,Preferred,MFG0241,True,ISO 9001,https://www.sarmagrouppharma.com,True,Active,2023-01-01,2025-01-01
242,Oza-Ghose,USA,4.2,Active,contact@ozaghosepharma.com,9502931013,11,Approved,MFG0242,True,ISO 9001,https://www.ozaghosepharma.com,False,Active,2023-01-01,2025-01-01
243,Din PLC,Switzerland,4.2,Expired,contact@dinplcpharma.com,9003013349,11,Approved,MFG0243,True,ISO 9001,https://www.dinplcpharma.com,False,Inactive,2023-01-01,2025-01-01
244,Mohanty-Ray,UK,4.8,Expired,support@mohantyraypharma.com,9369192942,4,Strategic,MFG0244,True,ISO 9001,https://www.mohantyraypharma.com,True,Inactive,2023-01-01,2025-01-01
245,Mishra-Khalsa,Germany,4.2,Expired,info@mkpharma.com,9767528846,6,Approved,MFG0245,True,ISO 9001,https://www.mkpharma.com,False,Inactive,2023-01-01,2025-01-01
246,Vora Inc,India,4.3,Active,sales@vipharma.com,9628607828,10,Preferred,MFG0246,True,ISO 9001,https://www.vipharma.com,True,Active,2023-01-01,2025-01-01
247,"Pall, Kota and Samra",USA,4.8,Expired,contact@pallkotalabs.com,9404081798,7,Strategic,MFG0247,True,ISO 9001,https://www.pallkotalabs.com,True,Inactive,2023-01-01,2025-01-01
248,Amble-Bail,Switzerland,3.7,Active,info@abpharma.com,9591654600,13,Conditional,MFG0248,False,ISO 9001,https://www.abpharma.com,False,Active,2023-01-01,2025-01-01
249,Sarin and Sons,Switzerland,4.9,Expired,contact@sarinandlabs.com,9184280254,3,Strategic,MFG0249,True,ISO 9001,https://www.sarinandlabs.com,True,Inactive,2023-01-01,2025-01-01
250,Atwal-Tiwari,Switzerland,3.6,Expired,contact@athealth.com,9039999572,20,Conditional,MFG0250,False,ISO 9001,https://www.athealth.com,False,Inactive,2023-01-01,2025-01-01
251,Borde-Lad,UK,4.7,Active,contact@bordeladlabs.com,9026572236,4,Strategic,MFG0251,True,ISO 9001,https://www.bordeladlabs.com,True,Active,2023-01-01,2025-01-01
252,"Pillay, Dalal and Gill",Germany,4.0,Expired,sales@pdaghealth.com,9838136847,7,Approved,MFG0252,True,ISO 9001,https://www.pdaghealth.com,False,Inactive,2023-01-01,2025-01-01
253,Mittal Group,India,3.5,Active,support@mittalgrouppharma.com,9613883094,21,Conditional,MFG0253,False,ISO 9001,https://www.mittalgrouppharma.com,False,Active,2023-01-01,2025-01-01
254,Buch Ltd,UK,4.6,Expired,info@buchltdlabs.com,9894325981,5,Preferred,MFG0254,True,ISO 9001,https://www.buchltdlabs.com,True,Inactive,2023-01-01,2025-01-01
255,Mangal Group,Switzerland,4.9,Active,info@mangalgrouplabs.com,9357461602,3,Strategic,MFG0255,True,ISO 9001,https://www.mangalgrouplabs.com,True,Active,2023-01-01,2025-01-01
256,Bahl-Reddy,UK,4.7,Active,sales@brpharma.com,9997983778,3,Strategic,MFG0256,True,ISO 9001,https://www.brpharma.com,True,Active,2023-01-01,2025-01-01
257,Keer Ltd,USA,4.8,Active,info@klhealth.com,9006757435,7,Strategic,MFG0257,True,ISO 9001,https://www.klhealth.com,True,Active,2023-01-01,2025-01-01
258,"Kapoor, Sagar and Gokhale",Switzerland,4.3,Expired,contact@ksagpharma.com,9489434273,8,Preferred,MFG0258,True,ISO 9001,https://www.ksagpharma.com,True,Inactive,2023-01-01,2025-01-01
259,"Borde, Barman and Vora",India,3.5,Expired,info@bbavhealth.com,9830168631,16,Conditional,MFG0259,False,ISO 9001,https://www.bbavhealth.com,False,Inactive,2023-01-01,2025-01-01
260,Johal PLC,India,4.1,Active,support@jphealth.com,9460116408,11,Approved,MFG0260,True,ISO 9001,https://www.jphealth.com,False,Active,2023-01-01,2025-01-01
261,"Sama, Narula and Rout",Germany,3.9,Expired,support@samanarulalabs.com,9519986999,14,Approved,MFG0261,False,ISO 9001,https://www.samanarulalabs.com,False,Inactive,2023-01-01,2025-01-01
262,Peri-Nayak,Switzerland,4.7,Active,info@pnhealth.com,9977698846,7,Strategic,MFG0262,True,ISO 9001,https://www.pnhealth.com,True,Active,2023-01-01,2025-01-01
263,"Kalla, Bajwa and Devan",Germany,4.3,Expired,sales@kbadhealth.com,9693114199,11,Preferred,MFG0263,True,ISO 9001,https://www.kbadhealth.com,True,Inactive,2023-01-01,2025-01-01
264,Singhal-Dugar,UK,4.9,Active,sales@sdhealth.com,9330544604,3,Strategic,MFG0264,True,ISO 9001,https://www.sdhealth.com,True,Active,2023-01-01,2025-01-01
265,"Sathe, Suresh and Kata",Germany,4.2,Expired,sales@sathesureshpharma.com,9406327339,9,Approved,MFG0265,True,ISO 9001,https://www.sathesureshpharma.com,False,Inactive,2023-01-01,2025-01-01
266,Kumer-Ramanathan,UK,3.7,Active,sales@krpharma.com,9557003199,18,Conditional,MFG0266,False,ISO 9001,https://www.krpharma.com,False,Active,2023-01-01,2025-01-01
267,Bahl LLC,Switzerland,4.2,Expired,contact@bahlllclabs.com,9226213043,9,Approved,MFG0267,True,ISO 9001,https://www.bahlllclabs.com,False,Inactive,2023-01-01,2025-01-01
268,Tara Group,UK,3.7,Active,contact@taragrouplabs.com,9312695708,17,Conditional,MFG0268,False,ISO 9001,https://www.taragrouplabs.com,False,Active,2023-01-01,2025-01-01
269,"Brahmbhatt, Sampath and Narang",India,4.4,Expired,support@bsanpharma.com,9240377506,6,Preferred,MFG0269,True,ISO 9001,https://www.bsanpharma.com,True,Inactive,2023-01-01,2025-01-01
270,Srivastava Inc,Switzerland,4.0,Expired,sales@sihealth.com,9332735709,10,Approved,MFG0270,True,ISO 9001,https://www.sihealth.com,False,Inactive,2023-01-01,2025-01-01
271,"Nayak, Pant and Arya",India,3.7,Expired,sales@nayakpantlabs.com,9006154522,21,Conditional,MFG0271,False,ISO 9001,https://www.nayakpantlabs.com,False,Inactive,2023-01-01,2025-01-01
272,"Bora, Mishra and Tara",Switzerland,4.3,Active,contact@bmatpharma.com,9652762778,6,Preferred,MFG0272,True,ISO 9001,https://www.bmatpharma.com,True,Active,2023-01-01,2025-01-01
273,Dora-Kakar,USA,4.1,Active,info@dorakakarlabs.com,9536747652,12,Approved,MFG0273,True,ISO 9001,https://www.dorakakarlabs.com,False,Active,2023-01-01,2025-01-01
274,Shere PLC,USA,3.7,Active,support@shereplclabs.com,9229202803,12,Conditional,MFG0274,False,ISO 9001,https://www.shereplclabs.com,False,Active,2023-01-01,2025-01-01
275,Raghavan Inc,India,3.8,Active,contact@raghavaninclabs.com,9388807358,14,Approved,MFG0275,False,ISO 9001,https://www.raghavaninclabs.com,False,Active,2023-01-01,2025-01-01
276,Bakshi-Dora,Germany,3.9,Expired,sales@bdpharma.com,9980690180,16,Approved,MFG0276,False,ISO 9001,https://www.bdpharma.com,False,Inactive,2023-01-01,2025-01-01
277,Vora Ltd,Switzerland,4.4,Active,support@voraltdlabs.com,9346232314,8,Preferred,MFG0277,True,ISO 9001,https://www.voraltdlabs.com,True,Active,2023-01-01,2025-01-01
278,Chowdhury Ltd,USA,3.7,Active,sales@clhealth.com,9545211125,15,Conditional,MFG0278,False,ISO 9001,https://www.clhealth.com,False,Active,2023-01-01,2025-01-01
279,"Boase, Mukhopadhyay and Konda",Germany,4.0,Expired,info@bmakhealth.com,9715895590,12,Approved,MFG0279,True,ISO 9001,https://www.bmakhealth.com,False,Inactive,2023-01-01,2025-01-01
280,"Mangat, Garg and Khatri",USA,4.7,Active,info@mgakhealth.com,9547313578,3,Strategic,MFG0280,True,ISO 9001,https://www.mgakhealth.com,True,Active,2023-01-01,2025-01-01
281,Chakraborty Ltd,USA,4.5,Expired,support@clpharma.com,9530134804,3,Preferred,MFG0281,True,ISO 9001,https://www.clpharma.com,True,Inactive,2023-01-01,2025-01-01
282,Kant-Pai,India,4.6,Active,support@kphealth.com,9516890805,6,Preferred,MFG0282,True,ISO 9001,https://www.kphealth.com,True,Active,2023-01-01,2025-01-01
283,"Varughese, Bal and Kuruvilla",Germany,4.5,Active,info@varughesebalpharma.com,9144750354,4,Preferred,MFG0283,True,ISO 9001,https://www.varughesebalpharma.com,True,Active,2023-01-01,2025-01-01
284,Murthy LLC,India,4.5,Expired,info@mlhealth.com,9880333075,5,Preferred,MFG0284,True,ISO 9001,https://www.mlhealth.com,True,Inactive,2023-01-01,2025-01-01
285,"Saxena, Chad and Handa",UK,4.6,Expired,sales@saxenachadlabs.com,9381748049,7,Preferred,MFG0285,True,ISO 9001,https://www.saxenachadlabs.com,True,Inactive,2023-01-01,2025-01-01
